,Id,BsmtQual_Mapping,BsmtCond_Mapping,BsmtExposure_Mapping,BsmtFinType1_Mapping,BsmtFinType2_Mapping,ExterQual_Mapping,ExterCond_Mapping,Electrical_Mapping,FireplaceQu_Mapping,Fence_Mapping,GarageQual_Mapping,GarageCond_Mapping,GarageFinish_Mapping,HeatingQC_Mapping,KitchenQual_Mapping,LotShape_Mapping,PoolQC_Mapping,Utilities_Mapping,MSSubClass_Recategory,MSZoning_Recategory,LotConfig_Recategory,BldgType_Recategory,Condition1_Recategory,Condition2_Recategory,Fence_Recategory,Functional_Recategory,HouseStyle_Recategory,RoofStyle_Recategory,RoofMatl_Recategory,MasVnrType_Recategory,GarageType_Recategory,GarageFinish_Recategory,SaleType_Recategory,SaleCondition_Recategory,OverallQual_Recategory,OverallCond_Recategory,LotFrontage,LotArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,Alley,LotShape,LandContour,LandSlope,Foundation,Heating,CentralAir,MiscFeature,SalePrice
1279,1280,3,3,1,1,1,3,4,4,0,0,3,3,2,3,3,1,0,4,50,C (all),Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,COD,Abnorml,4,4,60.0,7500,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,1980.0,2,528,30,0,164,0,0,0,0,4,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,68400
1280,1281,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,67.0,9808,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002.0,2,544,0,72,0,0,0,0,0,3,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,227000
1281,1282,4,3,1,5,1,3,3,5,3,0,4,4,3,3,3,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,50.0,8049,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,1990.0,2,484,0,58,0,0,90,0,0,7,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,180000
1282,1283,4,3,2,2,3,3,3,5,0,0,3,3,1,3,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,61.0,8800,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1977.0,2,484,0,0,0,0,288,0,0,9,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,150500
1283,1284,3,3,3,1,1,3,3,5,0,0,0,0,0,3,3,1,0,4,90,R,Corner,Duplex,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,,,WD,Normal,6,5,94.0,9400,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,,0,0,128,0,0,0,0,0,0,4,2010,Pave,,Reg,Low,Gtl,CBlock,GasA,Y,,139000
1284,1285,3,3,1,1,1,3,3,5,4,0,3,3,1,5,4,1,0,4,50,R,Inside,1Fam,Feedr,Norm,,Min2,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,7,50.0,9638,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,1,336,272,0,42,0,116,0,0,3,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,169000
1285,1286,3,3,1,1,1,3,2,3,4,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,50.0,6000,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1939.0,1,280,45,0,0,0,0,0,0,5,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,132500
1286,1287,3,3,1,5,3,3,3,5,4,0,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,,9790,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,1963.0,2,528,0,26,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,143000
1287,1288,3,3,3,3,1,3,4,5,0,0,3,3,1,2,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,,36500,0,812,1624,1582,0,0,1582,0,1,2,0,4,1,7,0,1964.0,2,390,168,198,0,0,0,0,0,6,2006,Pave,,IR1,Low,Mod,CBlock,GasA,Y,,190000
1288,1289,4,3,1,6,1,4,3,5,5,0,3,3,3,5,5,2,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,8,5,40.0,5664,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2000.0,2,499,212,59,0,0,0,0,0,10,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,278000
1289,1290,4,3,2,1,1,4,3,5,4,0,3,3,3,5,5,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,8,5,86.0,11065,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,2006.0,3,753,177,74,0,0,0,0,0,10,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,281000
1290,1291,3,3,3,6,1,3,3,5,4,0,3,3,2,3,3,2,0,4,80,R,Corner,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,7,,14112,0,138,1152,1152,0,0,1152,1,0,1,0,3,1,6,1,1964.0,2,484,227,0,0,0,0,0,0,4,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,180500
1291,1292,3,3,1,5,1,3,3,5,0,0,3,3,1,3,3,1,0,4,160,R,Inside,Twnhs,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,5,7,21.0,1680,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1972.0,1,264,185,0,0,0,0,0,0,2,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,119500
1292,1293,3,3,1,1,1,3,3,5,0,0,3,3,2,3,3,1,0,4,70,R,Corner,1Fam,Norm,Norm,,Min2,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,4,60.0,6600,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1985.0,1,432,0,287,0,0,0,0,0,12,2009,Pave,,Reg,Lvl,Gtl,Stone,GasA,N,,107500
1293,1294,4,3,1,6,1,3,3,5,3,2,3,3,2,3,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,GdWo,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,78.0,10140,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,1976.0,2,528,0,28,0,0,259,0,0,3,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,162900
1294,1295,3,3,1,3,1,3,3,5,0,0,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,60.0,8172,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,1957.0,2,572,0,0,0,0,0,0,0,4,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,115000
1295,1296,3,3,3,4,1,3,3,5,0,2,3,3,2,4,3,1,0,4,20,R,Inside,1Fam,Feedr,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,70.0,8400,0,36,1052,1052,0,0,1052,1,0,1,1,3,1,5,0,1968.0,1,288,356,0,0,0,0,0,0,11,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,138500
1296,1297,3,3,2,5,1,3,4,5,0,3,3,3,2,4,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,6,80.0,8700,0,344,1120,1128,0,0,1128,1,0,2,0,3,1,6,0,1963.0,2,525,192,20,123,0,0,0,0,12,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,155000
1297,1298,4,3,4,6,1,3,3,5,0,0,3,3,3,4,3,1,0,4,180,R,Inside,TwnhsE,Norm,Norm,,Typ,SFoyer,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,6,5,35.0,3675,0,0,547,1072,0,0,1072,1,0,2,0,2,1,5,0,2005.0,2,525,0,44,0,0,0,0,0,6,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,140000
1298,1299,5,3,4,6,1,5,3,5,4,0,3,3,3,5,5,4,4,4,60,R,Corner,1Fam,Feedr,Norm,,Typ,2Story,NFlt,NComp,Exist,BuiltInGarage,Fin,New,Nonormal,10,5,313.0,63887,0,466,6110,4692,950,0,5642,2,0,2,1,3,1,12,3,2008.0,2,1418,214,292,0,0,0,480,0,1,2008,Pave,,IR3,Bnk,Gtl,PConc,GasA,Y,,160000
1299,1300,3,3,1,2,3,3,3,5,0,4,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,75.0,7500,906,0,1246,1246,0,0,1246,1,0,1,1,3,1,6,0,1959.0,1,305,218,0,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,154000
1300,1301,4,3,1,6,1,4,3,5,3,0,3,3,3,5,4,2,0,4,60,R,CulDSac,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,5,,10762,0,284,978,1005,978,0,1983,0,0,2,1,3,1,9,1,1999.0,2,490,0,0,0,0,0,0,0,5,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,225000
1301,1302,3,3,1,4,1,3,3,5,4,0,3,3,1,2,4,2,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,7,,7500,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1942.0,1,213,0,0,0,0,224,0,0,11,2009,Pave,,IR1,Bnk,Gtl,CBlock,GasA,Y,,177500
1302,1303,4,3,1,6,1,4,3,5,3,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,92.0,10120,0,425,1165,1203,1323,0,2526,1,0,2,1,4,1,8,1,1994.0,3,844,309,78,0,0,0,0,0,12,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,290000
1303,1304,4,3,3,1,1,4,3,5,0,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,73.0,8688,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,2005.0,3,834,208,59,0,0,0,0,0,4,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,232000
1304,1305,4,3,1,1,1,4,3,5,0,0,3,3,1,5,4,1,0,4,160,R,Inside,TwnhsE,Norm,Norm,,Maj1,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,7,5,32.0,3363,0,976,976,976,732,0,1708,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,4,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,130000
1305,1306,5,3,1,6,1,4,3,5,5,0,3,3,3,5,5,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,108.0,13173,0,80,1652,1652,0,0,1652,1,0,2,0,2,1,6,2,2006.0,2,840,404,102,0,0,0,0,0,11,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,325000
1306,1307,4,3,1,1,1,4,3,5,4,0,3,3,2,5,4,2,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,7,5,48.0,6955,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2005.0,2,474,132,35,0,0,0,0,0,9,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,202500
1307,1308,4,4,1,5,1,3,4,5,0,0,3,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,60.0,8072,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,2000.0,2,480,0,64,0,0,0,0,0,5,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,138000
1308,1309,3,3,1,6,5,3,3,5,0,2,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,100.0,12000,608,172,924,1122,0,0,1122,1,0,1,0,2,1,6,0,1948.0,2,528,0,36,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,147000
1309,1310,4,3,1,6,1,3,3,5,0,2,3,3,2,4,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,,7153,0,78,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,1991.0,2,496,112,51,0,0,0,0,0,6,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,179200
1310,1311,4,3,3,6,1,4,4,5,3,0,3,3,3,3,5,1,0,4,20,R,Inside,1Fam,PosA,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,8,100.0,17500,0,496,1902,1902,0,0,1902,1,0,2,0,3,1,7,2,1959.0,2,567,0,207,162,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,335000
1311,1312,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,7,5,68.0,8814,0,349,1274,1274,0,0,1274,1,0,2,0,3,1,6,0,2005.0,2,508,264,98,0,0,0,0,0,1,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,203000
1312,1313,5,3,1,6,1,4,3,5,5,0,4,4,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,,9572,0,971,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,1990.0,2,750,500,0,0,0,0,0,0,6,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,302000
1313,1314,4,3,1,1,1,4,3,5,3,0,3,3,3,5,4,2,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,108.0,14774,0,1393,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,1999.0,3,779,668,30,0,0,0,0,0,5,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,333168
1314,1315,3,3,1,3,1,3,3,5,3,0,3,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,6,60.0,8190,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1956.0,1,280,0,36,0,0,0,0,0,10,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,119000
1315,1316,2,3,2,5,2,3,3,5,4,0,3,3,1,3,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,85.0,11075,276,176,952,1092,1020,0,2112,0,0,2,1,4,1,9,2,1969.0,2,576,280,0,0,0,0,0,0,6,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,206900
1316,1317,5,3,4,1,1,4,3,5,4,0,3,3,2,5,5,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,61.0,10226,0,1622,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,2008.0,3,860,172,42,0,0,0,0,0,1,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,295493
1317,1318,5,4,1,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,120,R,Corner,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,New,Nonormal,7,5,47.0,4230,0,1352,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,2006.0,2,466,0,241,0,0,0,0,0,4,2007,Pave,Pave,Reg,Lvl,Gtl,PConc,GasA,Y,,208900
1318,1319,4,3,4,1,1,4,3,5,3,0,3,3,2,5,4,3,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,,14781,0,1753,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,2001.0,3,748,198,150,0,0,0,0,0,8,2006,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,,275000
1319,1320,3,3,1,5,1,3,3,5,0,0,3,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,4,5,75.0,10215,0,372,864,948,0,0,948,0,0,1,0,3,1,5,0,1954.0,1,248,0,0,0,0,0,0,0,2,2007,Pave,,Reg,Bnk,Gtl,PConc,GasA,Y,,111000
1320,1321,3,3,1,5,3,3,3,5,4,0,3,3,2,4,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,3,70.0,8400,661,628,1478,1478,0,0,1478,1,0,1,1,3,1,6,2,1957.0,2,442,114,0,0,0,216,0,0,6,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,156500
1321,1322,0,0,0,0,0,3,3,5,0,0,3,2,1,3,3,2,0,4,20,R,Corner,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,3,6,,6627,0,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1955.0,1,287,0,0,0,0,0,0,0,7,2008,Pave,,IR1,Lvl,Gtl,CBlock,Floor,N,,72500
1322,1323,4,3,1,6,1,4,3,5,3,0,3,3,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,107.0,10186,0,76,750,1061,862,0,1923,1,0,2,1,3,1,8,1,1992.0,2,564,240,39,0,0,0,0,0,6,2010,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,190000
1323,1324,3,3,1,2,1,2,3,5,0,0,0,0,0,4,2,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,7,50.0,5330,0,140,420,708,0,0,708,0,0,1,0,2,1,5,0,,0,0,164,0,0,0,0,0,0,12,2009,Pave,,Reg,HLS,Gtl,CBlock,GasA,Y,,82500
1324,1325,5,3,3,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,8,5,75.0,9986,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,2007.0,3,895,0,49,0,0,0,0,0,2,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,147000
1325,1326,3,2,1,1,1,3,3,5,0,3,0,0,0,2,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,4,40.0,3636,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,,0,0,0,0,100,0,0,0,0,1,2008,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,N,,55000
1326,1327,3,3,1,3,1,3,3,5,0,0,0,0,0,5,4,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,3,6,70.0,4270,0,0,544,774,0,0,774,0,0,1,0,3,1,6,0,,0,0,0,0,286,0,0,0,0,5,2007,Pave,,Reg,Bnk,Mod,BrkTil,GasA,Y,,79000
1327,1328,3,3,1,5,1,4,4,5,5,3,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,9,60.0,6600,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1982.0,1,264,0,0,0,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,130500
1328,1329,4,3,1,2,1,4,4,5,3,3,2,3,1,5,3,1,0,4,50,R,Corner,1Fam,Norm,Norm,MnPrv,Mod,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,7,60.0,10440,0,1017,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,1920.0,2,520,0,547,0,0,480,0,1150,6,2008,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasW,Y,Shed,256000
1329,1330,4,3,1,1,1,3,3,5,3,0,3,3,3,4,3,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,5,63.0,9084,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,1998.0,2,462,0,28,0,0,0,0,0,6,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,176500
1330,1331,4,4,3,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,85.0,10000,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,2006.0,3,825,144,45,0,0,0,0,0,12,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,227000
1331,1332,3,3,3,5,1,3,3,5,0,0,3,3,1,4,3,2,0,4,80,R,Inside,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,55.0,10780,0,428,911,954,0,0,954,0,0,1,0,3,1,6,0,1976.0,2,576,0,0,0,0,0,0,0,7,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,132500
1332,1333,3,3,2,5,1,3,3,5,4,0,2,2,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,6,67.0,8877,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1958.0,1,288,0,0,0,0,0,0,0,5,2009,Pave,,Reg,Lvl,Mod,CBlock,GasA,Y,,100000
1333,1334,3,3,1,1,1,3,3,5,0,3,3,3,1,5,4,1,0,4,50,R,Corner,1Fam,Norm,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,6,60.0,7200,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1951.0,1,297,0,65,190,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,125500
1334,1335,3,3,1,2,1,3,3,5,0,0,3,3,1,3,3,1,0,4,160,R,Inside,TwnhsE,Norm,Norm,,Min1,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,24.0,2368,0,0,765,765,600,0,1365,0,0,1,1,3,1,7,0,1970.0,2,440,0,36,0,0,0,0,0,5,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,125000
1335,1336,4,3,1,5,1,3,3,5,3,0,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,80.0,9650,0,664,1350,1334,0,0,1334,0,1,2,0,2,1,6,1,1977.0,2,630,0,16,0,0,0,0,0,4,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,167900
1336,1337,3,3,1,1,1,3,3,5,0,0,3,3,1,3,3,2,0,4,90,R,Inside,Duplex,Feedr,Norm,,Typ,1Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,5,5,87.0,9246,0,1656,1656,1656,0,0,1656,0,0,2,0,4,2,8,0,1973.0,2,506,0,211,0,0,0,0,0,11,2008,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,135000
1337,1338,3,3,1,1,1,3,3,4,0,0,0,0,0,2,2,2,0,4,30,R,Corner,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,None,,,WD,Normal,4,4,153.0,4118,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,,0,0,0,20,0,0,0,0,0,3,2006,Pave,Grvl,IR1,Bnk,Mod,CBlock,Grav,N,,52500
1338,1339,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,2,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,95.0,13450,0,216,916,920,941,0,1861,1,0,2,1,3,1,8,0,2002.0,2,492,146,91,0,0,0,0,0,6,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,200000
1339,1340,3,3,2,3,1,3,4,5,0,0,3,3,2,5,3,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,7,120.0,9560,0,504,864,864,0,0,864,0,0,1,0,3,1,5,0,1972.0,1,288,0,0,0,0,0,0,0,6,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,128500
1340,1341,3,3,1,1,1,3,3,5,0,2,3,3,1,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,5,70.0,8294,0,858,858,872,0,0,872,0,0,1,0,3,1,5,0,1974.0,4,480,0,0,0,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,123000
1341,1342,4,3,1,6,1,3,3,5,0,0,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,RRAe,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,5,66.0,13695,0,300,1114,1114,0,0,1114,1,0,1,0,3,1,6,0,2004.0,2,576,0,78,0,0,0,0,0,7,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,155000
